350 30423
1 5 1
1 7 1
1 9 1
1 11 1
1 16 1
1 18 1
1 20 1
1 21 1
1 22 1
1 24 1
1 30 1
1 31 1
1 32 1
1 35 1
1 38 1
1 40 1
1 41 1
1 43 1
1 44 1
1 45 1
1 49 1
1 50 1
1 51 1
1 53 1
1 54 1
1 55 1
1 56 1
1 59 1
1 62 1
1 64 1
1 65 1
1 66 1
1 67 1
1 68 1
1 69 1
1 71 1
1 73 1
1 75 1
1 77 1
1 79 1
1 80 1
1 81 1
1 84 1
1 87 1
1 93 1
1 95 1
1 97 1
1 99 1
1 102 1
1 103 1
1 104 1
1 105 1
1 108 1
1 111 1
1 114 1
1 116 1
1 117 1
1 118 1
1 119 1
1 120 1
1 121 1
1 123 1
1 124 1
1 125 1
1 126 1
1 128 1
1 129 1
1 130 1
1 135 1
1 136 1
1 137 1
1 141 1
1 142 1
1 143 1
1 146 1
1 147 1
1 149 1
1 150 1
1 151 1
1 152 1
1 153 1
1 155 1
1 160 1
1 161 1
1 162 1
1 166 1
1 169 1
1 171 1
1 174 1
1 177 1
1 178 1
1 179 1
1 181 1
1 183 1
1 188 1
1 190 1
1 194 1
1 197 1
1 198 1
1 199 1
1 200 1
1 201 1
1 202 1
1 203 1
1 204 1
1 206 1
1 208 1
1 209 1
1 210 1
1 212 1
1 213 1
1 214 1
1 215 1
1 218 1
1 219 1
1 222 1
1 230 1
1 231 1
1 235 1
1 237 1
1 240 1
1 241 1
1 242 1
1 244 1
1 245 1
1 249 1
1 250 1
1 251 1
1 252 1
1 253 1
1 258 1
1 259 1
1 261 1
1 263 1
1 264 1
1 265 1
1 266 1
1 267 1
1 268 1
1 269 1
1 274 1
1 281 1
1 282 1
1 284 1
1 286 1
1 287 1
1 290 1
1 296 1
1 299 1
1 300 1
1 302 1
1 303 1
1 304 1
1 305 1
1 308 1
1 310 1
1 311 1
1 313 1
1 315 1
1 319 1
1 321 1
1 324 1
1 327 1
1 328 1
1 329 1
1 331 1
1 333 1
1 335 1
1 336 1
1 338 1
1 339 1
1 342 1
1 343 1
1 345 1
1 346 1
1 347 1
1 350 1
2 3 1
2 6 1
2 7 1
2 9 1
2 12 1
2 13 1
2 14 1
2 16 1
2 21 1
2 22 1
2 23 1
2 24 1
2 35 1
2 36 1
2 37 1
2 39 1
2 40 1
2 43 1
2 46 1
2 48 1
2 51 1
2 52 1
2 53 1
2 55 1
2 56 1
2 58 1
2 60 1
2 64 1
2 66 1
2 67 1
2 68 1
2 69 1
2 70 1
2 71 1
2 73 1
2 74 1
2 79 1
2 80 1
2 84 1
2 87 1
2 90 1
2 92 1
2 93 1
2 95 1
2 97 1
2 98 1
2 99 1
2 104 1
2 105 1
2 107 1
2 110 1
2 114 1
2 116 1
2 118 1
2 123 1
2 124 1
2 125 1
2 127 1
2 128 1
2 130 1
2 133 1
2 134 1
2 135 1
2 136 1
2 142 1
2 143 1
2 144 1
2 146 1
2 148 1
2 151 1
2 153 1
2 154 1
2 156 1
2 162 1
2 166 1
2 167 1
2 168 1
2 169 1
2 170 1
2 172 1
2 174 1
2 177 1
2 179 1
2 180 1
2 181 1
2 182 1
2 183 1
2 184 1
2 188 1
2 189 1
2 192 1
2 193 1
2 196 1
2 198 1
2 199 1
2 200 1
2 201 1
2 202 1
2 203 1
2 205 1
2 206 1
2 210 1
2 212 1
2 213 1
2 216 1
2 217 1
2 218 1
2 221 1
2 225 1
2 230 1
2 232 1
2 234 1
2 235 1
2 236 1
2 238 1
2 242 1
2 243 1
2 245 1
2 246 1
2 248 1
2 249 1
2 250 1
2 251 1
2 252 1
2 253 1
2 254 1
2 257 1
2 258 1
2 259 1
2 260 1
2 262 1
2 263 1
2 269 1
2 271 1
2 272 1
2 273 1
2 282 1
2 289 1
2 291 1
2 292 1
2 296 1
2 297 1
2 298 1
2 300 1
2 301 1
2 302 1
2 303 1
2 304 1
2 305 1
2 308 1
2 309 1
2 311 1
2 312 1
2 313 1
2 314 1
2 315 1
2 318 1
2 320 1
2 321 1
2 323 1
2 324 1
2 326 1
2 330 1
2 331 1
2 334 1
2 335 1
2 337 1
2 340 1
2 341 1
2 343 1
2 346 1
2 347 1
2 348 1
2 349 1
3 4 1
3 5 1
3 7 1
3 8 1
3 9 1
3 10 1
3 14 1
3 19 1
3 22 1
3 25 1
3 26 1
3 27 1
3 29 1
3 30 1
3 31 1
3 33 1
3 34 1
3 35 1
3 36 1
3 37 1
3 38 1
3 40 1
3 41 1
3 42 1
3 44 1
3 46 1
3 47 1
3 53 1
3 59 1
3 60 1
3 64 1
3 65 1
3 66 1
3 72 1
3 73 1
3 74 1
3 75 1
3 76 1
3 82 1
3 83 1
3 84 1
3 85 1
3 88 1
3 89 1
3 92 1
3 98 1
3 102 1
3 103 1
3 105 1
3 108 1
3 111 1
3 112 1
3 115 1
3 116 1
3 117 1
3 121 1
3 124 1
3 125 1
