100 1243
1 2 1
1 3 1
1 10 1
1 11 1
1 17 1
1 19 1
1 22 1
1 26 1
1 27 1
1 29 1
1 33 1
1 36 1
1 40 1
1 43 1
1 44 1
1 45 1
1 47 1
1 49 1
1 50 1
1 51 1
1 58 1
1 59 1
1 68 1
1 70 1
1 72 1
1 73 1
1 80 1
1 81 1
1 82 1
1 91 1
1 95 1
1 96 1
1 97 1
2 4 1
2 5 1
2 6 1
2 11 1
2 18 1
2 25 1
2 33 1
2 38 1
2 47 1
2 51 1
2 55 1
2 56 1
2 57 1
2 59 1
2 63 1
2 65 1
2 67 1
2 71 1
2 72 1
2 76 1
2 86 1
2 87 1
2 98 1
2 100 1
3 10 1
3 15 1
3 17 1
3 19 1
3 28 1
3 32 1
3 35 1
3 36 1
3 47 1
3 48 1
3 53 1
3 63 1
3 65 1
3 69 1
3 79 1
3 87 1
3 90 1
4 5 1
4 10 1
4 19 1
4 27 1
4 38 1
4 48 1
4 60 1
4 62 1
4 72 1
4 74 1
4 78 1
4 80 1
4 82 1
4 83 1
4 88 1
4 89 1
4 90 1
4 95 1
4 98 1
4 99 1
5 10 1
5 15 1
5 23 1
5 24 1
5 30 1
5 31 1
5 34 1
5 46 1
5 55 1
5 57 1
5 61 1
5 65 1
5 68 1
5 69 1
5 82 1
5 90 1
5 93 1
5 97 1
6 7 1
6 9 1
6 12 1
6 16 1
6 18 1
6 19 1
6 20 1
6 22 1
6 23 1
6 24 1
6 25 1
6 26 1
6 28 1
6 29 1
6 31 1
6 33 1
6 34 1
6 37 1
6 39 1
6 44 1
6 46 1
6 49 1
6 50 1
6 51 1
6 53 1
6 55 1
6 59 1
6 61 1
6 62 1
6 64 1
6 66 1
6 67 1
6 70 1
6 73 1
6 88 1
6 91 1
6 94 1
7 10 1
7 16 1
7 19 1
7 20 1
7 31 1
7 36 1
7 39 1
7 46 1
7 48 1
7 54 1
7 61 1
7 65 1
7 67 1
7 68 1
7 73 1
7 80 1
7 81 1
7 84 1
7 88 1
8 18 1
8 31 1
8 32 1
8 41 1
8 51 1
8 52 1
8 57 1
8 62 1
8 63 1
8 65 1
8 66 1
8 68 1
8 73 1
8 81 1
8 86 1
8 88 1
8 92 1
8 96 1
9 16 1
9 19 1
9 22 1
9 31 1
9 35 1
9 37 1
9 38 1
9 48 1
9 56 1
9 59 1
9 60 1
9 63 1
9 64 1
9 66 1
9 71 1
9 74 1
9 75 1
9 80 1
9 84 1
9 88 1
9 90 1
9 93 1
9 98 1
9 100 1
10 12 1
10 13 1
10 20 1
10 21 1
10 24 1
10 26 1
10 31 1
10 32 1
10 34 1
10 40 1
10 43 1
10 45 1
10 47 1
10 55 1
10 58 1
10 62 1
10 65 1
10 67 1
10 68 1
10 69 1
10 73 1
10 78 1
10 79 1
10 86 1
10 87 1
10 90 1
10 97 1
10 98 1
11 16 1
11 25 1
11 26 1
11 32 1
11 33 1
11 35 1
11 36 1
11 38 1
11 44 1
11 47 1
11 51 1
11 54 1
11 61 1
11 63 1
11 75 1
11 76 1
11 78 1
11 79 1
11 80 1
11 81 1
11 88 1
11 89 1
11 92 1
12 30 1
12 31 1
12 32 1
12 35 1
12 40 1
12 52 1
12 54 1
12 62 1
12 72 1
12 77 1
12 80 1
12 84 1
12 87 1
12 88 1
12 93 1
12 94 1
12 95 1
12 96 1
12 100 1
13 22 1
13 24 1
13 28 1
13 32 1
13 37 1
13 55 1
13 60 1
13 61 1
13 63 1
13 65 1
13 70 1
13 71 1
13 72 1
13 73 1
13 79 1
13 80 1
13 88 1
13 90 1
13 95 1
13 100 1
14 26 1
14 36 1
14 37 1
14 42 1
14 43 1
14 51 1
14 56 1
14 59 1
14 61 1
14 69 1
14 70 1
14 74 1
14 82 1
14 83 1
14 84 1
14 85 1
14 94 1
14 100 1
15 17 1
15 30 1
15 40 1
15 46 1
15 47 1
15 57 1
15 59 1
15 62 1
15 66 1
15 67 1
15 69 1
15 73 1
15 79 1
15 83 1
15 84 1
16 19 1
16 23 1
16 33 1
16 34 1
16 35 1
16 40 1
16 42 1
16 58 1
16 63 1
16 67 1
16 75 1
16 87 1
16 95 1
16 96 1
16 97 1
17 19 1
17 23 1
17 25 1
17 30 1
17 35 1
17 40 1
17 42 1
17 51 1
17 52 1
17 57 1
17 66 1
17 67 1
17 73 1
17 74 1
17 77 1
17 80 1
17 83 1
17 91 1
17 92 1
17 93 1
17 96 1
18 20 1
18 26 1
18 27 1
18 37 1
18 38 1
18 49 1
18 51 1
18 52 1
18 55 1
18 61 1
18 67 1
18 68 1
18 74 1
18 75 1
18 77 1
18 78 1
18 84 1
18 86 1
18 90 1
18 93 1
18 98 1
19 21 1
19 24 1
19 28 1
19 36 1
19 45 1
19 47 1
19 52 1
19 64 1
19 65 1
19 66 1
19 68 1
19 75 1
19 76 1
19 79 1
19 82 1
19 86 1
19 91 1
19 96 1
19 99 1
19 100 1
20 22 1
20 23 1
20 26 1
20 30 1
20 31 1
20 32 1
20 34 1
20 35 1
20 45 1
20 52 1
20 53 1
20 57 1
20 59 1
20 67 1
20 68 1
20 75 1
20 76 1
20 96 1
21 32 1
21 38 1
21 48 1
21 50 1
21 52 1
21 59 1
21 60 1
21 61 1
21 68 1
21 79 1
21 85 1
21 86 1
21 88 1
21 90 1
21 93 1
21 95 1
21 97 1
22 23 1
22 29 1
22 35 1
22 40 1
22 51 1
22 54 1
22 62 1
22 66 1
22 68 1
22 73 1
22 80 1
22 85 1
22 89 1
22 91 1
22 93 1
22 94 1
22 99 1
22 100 1
23 27 1
23 34 1
23 37 1
23 39 1
23 45 1
23 55 1
23 61 1
23 62 1
23 66 1
23 67 1
23 70 1
23 71 1
23 76 1
23 94 1
23 97 1
23 100 1
24 30 1
24 38 1
24 39 1
24 40 1
24 48 1
24 49 1
24 54 1
24 55 1
24 56 1
24 58 1
24 59 1
24 61 1
24 69 1
24 70 1
24 71 1
24 72 1
24 76 1
24 77 1
24 78 1
24 80 1
24 85 1
24 89 1
24 93 1
25 27 1
25 28 1
25 31 1
25 40 1
25 44 1
25 55 1
25 59 1
25 60 1
25 65 1
25 67 1
25 71 1
25 75 1
25 84 1
25 86 1
25 90 1
25 92 1
25 93 1
26 28 1
26 29 1
26 33 1
26 43 1
26 54 1
26 55 1
26 56 1
26 59 1
26 62 1
26 65 1
26 66 1
26 67 1
26 70 1
26 78 1
26 80 1
26 82 1
26 88 1
26 89 1
26 90 1
26 94 1
26 95 1
27 28 1
27 33 1
27 34 1
27 37 1
27 38 1
27 39 1
27 44 1
27 47 1
27 49 1
27 56 1
27 57 1
27 62 1
27 77 1
27 78 1
27 81 1
27 83 1
27 84 1
27 90 1
27 93 1
27 97 1
28 30 1
28 33 1
28 34 1
28 38 1
28 41 1
28 44 1
28 52 1
28 54 1
28 64 1
28 65 1
28 66 1
28 67 1
28 76 1
28 78 1
28 80 1
28 81 1
28 82 1
28 85 1
28 89 1
28 95 1
28 99 1
29 36 1
29 43 1
29 44 1
29 45 1
29 49 1
29 63 1
29 66 1
29 69 1
29 77 1
29 82 1
29 83 1
29 88 1
29 92 1
29 99 1
29 100 1
30 33 1
30 35 1
30 42 1
30 43 1
30 54 1
30 55 1
30 59 1
30 63 1
30 65 1
30 68 1
30 71 1
30 75 1
30 82 1
30 89 1
30 93 1
30 96 1
30 97 1
31 35 1
31 45 1
31 47 1
31 58 1
31 64 1
31 68 1
31 71 1
31 78 1
31 79 1
31 80 1
31 82 1
31 83 1
31 88 1
31 90 1
31 91 1
31 93 1
31 94 1
31 100 1
32 34 1
32 45 1
32 48 1
32 57 1
32 66 1
32 70 1
32 72 1
32 80 1
32 82 1
32 84 1
32 87 1
32 88 1
32 90 1
32 94 1
32 96 1
33 34 1
33 39 1
33 40 1
33 43 1
33 47 1
33 48 1
33 53 1
33 55 1
33 57 1
33 67 1
33 75 1
33 79 1
33 84 1
33 85 1
33 91 1
33 92 1
33 94 1
33 96 1
34 39 1
34 41 1
34 61 1
34 62 1
34 66 1
34 72 1
34 75 1
34 82 1
34 84 1
34 89 1
34 90 1
34 98 1
35 36 1
35 53 1
35 61 1
35 65 1
35 77 1
35 81 1
35 84 1
35 85 1
36 37 1
36 41 1
36 45 1
36 50 1
36 52 1
36 54 1
36 55 1
36 65 1
36 69 1
36 73 1
36 80 1
36 83 1
36 88 1
36 98 1
37 49 1
37 51 1
37 52 1
37 53 1
37 59 1
37 62 1
37 64 1
37 67 1
37 75 1
37 79 1
37 82 1
37 84 1
37 85 1
37 88 1
37 94 1
38 42 1
38 47 1
38 49 1
38 50 1
38 63 1
38 74 1
38 80 1
38 92 1
38 94 1
38 97 1
38 100 1
39 46 1
39 48 1
39 52 1
39 60 1
39 64 1
39 70 1
39 72 1
39 73 1
39 74 1
39 76 1
39 82 1
39 88 1
39 89 1
39 91 1
40 43 1
40 47 1
40 49 1
40 51 1
40 58 1
40 59 1
40 62 1
40 66 1
40 71 1
40 72 1
40 73 1
40 75 1
40 85 1
40 88 1
41 47 1
41 49 1
41 55 1
41 60 1
41 61 1
41 68 1
41 69 1
41 79 1
41 88 1
41 92 1
42 43 1
42 48 1
42 51 1
42 52 1
42 53 1
42 58 1
42 66 1
42 68 1
42 71 1
42 73 1
42 82 1
42 84 1
42 86 1
42 87 1
42 91 1
42 92 1
43 45 1
43 48 1
43 49 1
43 56 1
43 57 1
43 58 1
43 59 1
43 64 1
43 65 1
43 69 1
43 70 1
43 80 1
43 82 1
43 84 1
43 86 1
43 89 1
43 91 1
43 94 1
43 98 1
44 46 1
44 48 1
44 50 1
44 51 1
44 52 1
44 53 1
44 54 1
44 59 1
44 61 1
44 64 1
44 65 1
44 68 1
44 69 1
44 80 1
44 86 1
44 89 1
44 92 1
44 94 1
44 95 1
44 96 1
45 46 1
45 47 1
45 52 1
45 53 1
45 54 1
45 56 1
45 61 1
45 66 1
45 69 1
45 73 1
45 76 1
45 83 1
45 84 1
45 85 1
45 86 1
45 87 1
45 88 1
45 96 1
45 98 1
46 48 1
46 50 1
46 51 1
46 52 1
46 55 1
46 59 1
46 66 1
46 67 1
46 68 1
46 76 1
46 79 1
46 85 1
46 87 1
46 88 1
46 89 1
46 90 1
46 98 1
46 99 1
46 100 1
47 48 1
47 51 1
47 52 1
47 59 1
47 60 1
47 62 1
47 67 1
47 84 1
47 88 1
47 90 1
47 93 1
47 95 1
47 97 1
47 98 1
47 100 1
48 54 1
48 55 1
48 58 1
48 63 1
48 70 1
48 74 1
48 75 1
48 76 1
48 79 1
48 81 1
48 84 1
48 91 1
48 94 1
48 96 1
48 98 1
49 59 1
49 62 1
49 64 1
49 66 1
49 67 1
49 68 1
49 69 1
49 70 1
49 71 1
49 73 1
49 74 1
49 85 1
49 90 1
49 98 1
50 53 1
50 57 1
50 63 1
50 65 1
50 66 1
50 69 1
50 71 1
50 80 1
50 84 1
50 91 1
50 94 1
50 95 1
50 96 1
51 54 1
51 57 1
51 59 1
51 60 1
51 62 1
51 77 1
51 79 1
51 89 1
51 94 1
51 95 1
51 96 1
51 97 1
51 99 1
51 100 1
52 56 1
52 57 1
52 58 1
52 62 1
52 67 1
52 68 1
52 69 1
52 71 1
52 78 1
52 80 1
52 82 1
52 83 1
52 92 1
52 100 1
53 57 1
53 59 1
53 68 1
53 69 1
53 70 1
53 86 1
53 87 1
53 92 1
53 99 1
54 60 1
54 63 1
54 66 1
54 71 1
54 74 1
54 75 1
54 85 1
54 89 1
54 90 1
54 91 1
54 95 1
54 96 1
55 57 1
55 59 1
55 60 1
55 61 1
55 64 1
55 68 1
55 69 1
55 84 1
55 87 1
55 91 1
55 94 1
55 96 1
55 97 1
55 100 1
56 61 1
56 64 1
56 66 1
56 68 1
56 69 1
56 71 1
56 73 1
56 75 1
56 81 1
56 82 1
56 83 1
56 85 1
56 86 1
56 90 1
57 59 1
57 61 1
57 62 1
57 64 1
57 65 1
57 70 1
57 74 1
57 77 1
57 79 1
57 81 1
57 86 1
57 88 1
57 90 1
57 98 1
58 61 1
58 69 1
58 71 1
58 72 1
58 73 1
58 75 1
58 80 1
58 86 1
58 87 1
58 93 1
58 96 1
58 97 1
58 99 1
59 63 1
59 66 1
59 67 1
59 68 1
59 70 1
59 72 1
59 77 1
59 78 1
59 82 1
59 90 1
59 92 1
59 93 1
59 95 1
59 97 1
60 65 1
60 67 1
60 70 1
60 72 1
60 74 1
60 75 1
60 79 1
60 83 1
60 84 1
60 88 1
60 89 1
60 97 1
61 66 1
61 67 1
61 71 1
61 75 1
61 80 1
61 83 1
61 84 1
61 94 1
61 98 1
62 63 1
62 70 1
62 71 1
62 74 1
62 75 1
62 76 1
62 77 1
62 78 1
62 80 1
62 87 1
62 89 1
62 91 1
62 92 1
63 69 1
63 70 1
63 71 1
63 77 1
63 80 1
63 84 1
63 88 1
63 92 1
63 94 1
63 98 1
63 99 1
64 68 1
64 70 1
64 72 1
64 76 1
64 77 1
64 81 1
64 84 1
64 86 1
64 89 1
64 93 1
64 94 1
65 66 1
65 81 1
65 85 1
65 88 1
65 92 1
65 94 1
65 96 1
65 100 1
66 71 1
66 73 1
66 79 1
66 84 1
66 87 1
66 91 1
66 92 1
67 69 1
67 70 1
67 71 1
67 79 1
67 81 1
67 85 1
67 87 1
67 90 1
67 93 1
67 95 1
68 70 1
68 72 1
68 75 1
68 76 1
68 78 1
68 82 1
68 88 1
68 95 1
69 70 1
69 71 1
69 72 1
69 73 1
69 75 1
69 76 1
69 82 1
69 83 1
69 87 1
69 91 1
69 92 1
69 97 1
69 100 1
70 75 1
70 77 1
70 79 1
70 81 1
70 83 1
70 90 1
70 93 1
70 94 1
70 95 1
70 97 1
70 99 1
71 72 1
71 76 1
71 79 1
71 85 1
71 92 1
71 96 1
71 97 1
71 99 1
72 78 1
72 79 1
72 82 1
72 83 1
72 84 1
72 85 1
72 92 1
72 93 1
73 77 1
73 81 1
73 85 1
73 88 1
73 89 1
73 97 1
74 87 1
74 89 1
74 94 1
75 80 1
75 85 1
75 90 1
75 92 1
75 93 1
75 96 1
76 78 1
76 80 1
76 85 1
76 88 1
76 89 1
76 92 1
76 97 1
77 83 1
77 88 1
77 92 1
77 93 1
77 95 1
77 96 1
78 80 1
78 82 1
78 88 1
78 90 1
78 94 1
78 95 1
79 82 1
79 86 1
79 97 1
80 82 1
80 88 1
80 97 1
81 89 1
81 92 1
81 99 1
82 83 1
82 85 1
82 99 1
83 87 1
83 97 1
83 98 1
83 100 1
84 86 1
84 89 1
84 92 1
84 95 1
84 98 1
84 99 1
85 86 1
85 87 1
85 92 1
85 93 1
85 99 1
86 92 1
86 93 1
87 89 1
87 92 1
87 98 1
88 90 1
88 93 1
88 95 1
88 99 1
89 93 1
89 97 1
89 98 1
90 93 1
90 97 1
92 93 1
92 95 1
93 95 1
93 97 1
93 99 1
94 99 1
96 100 1
98 99 1
98 100 1
