100 2449
1 2 1
1 3 1
1 5 1
1 6 1
1 7 1
1 8 1
1 9 1
1 12 1
1 14 1
1 15 1
1 16 1
1 19 1
1 20 1
1 21 1
1 22 1
1 23 1
1 25 1
1 26 1
1 27 1
1 28 1
1 29 1
1 31 1
1 32 1
1 33 1
1 36 1
1 38 1
1 39 1
1 41 1
1 44 1
1 46 1
1 54 1
1 56 1
1 58 1
1 59 1
1 60 1
1 62 1
1 64 1
1 65 1
1 67 1
1 68 1
1 72 1
1 74 1
1 75 1
1 76 1
1 77 1
1 80 1
1 81 1
1 82 1
1 84 1
1 86 1
1 88 1
1 89 1
1 91 1
1 94 1
1 95 1
1 96 1
1 99 1
2 3 1
2 4 1
2 5 1
2 6 1
2 8 1
2 12 1
2 13 1
2 15 1
2 16 1
2 17 1
2 18 1
2 20 1
2 22 1
2 26 1
2 31 1
2 32 1
2 34 1
2 35 1
2 37 1
2 38 1
2 43 1
2 44 1
2 46 1
2 47 1
2 49 1
2 50 1
2 51 1
2 52 1
2 54 1
2 57 1
2 58 1
2 61 1
2 66 1
2 74 1
2 76 1
2 77 1
2 78 1
2 80 1
2 82 1
2 85 1
2 86 1
2 87 1
2 88 1
2 93 1
2 94 1
2 97 1
2 99 1
2 100 1
3 4 1
3 6 1
3 11 1
3 17 1
3 20 1
3 21 1
3 23 1
3 26 1
3 28 1
3 30 1
3 33 1
3 36 1
3 41 1
3 42 1
3 45 1
3 48 1
3 51 1
3 52 1
3 53 1
3 54 1
3 55 1
3 56 1
3 58 1
3 61 1
3 63 1
3 66 1
3 67 1
3 68 1
3 69 1
3 71 1
3 72 1
3 76 1
3 77 1
3 82 1
3 85 1
3 89 1
3 92 1
3 96 1
4 5 1
4 6 1
4 8 1
4 12 1
4 14 1
4 15 1
4 16 1
4 17 1
4 18 1
4 20 1
4 21 1
4 22 1
4 23 1
4 24 1
4 25 1
4 26 1
4 31 1
4 32 1
4 35 1
4 36 1
4 37 1
4 39 1
4 40 1
4 41 1
4 43 1
4 44 1
4 46 1
4 47 1
4 48 1
4 50 1
4 51 1
4 52 1
4 55 1
4 56 1
4 57 1
4 59 1
4 64 1
4 66 1
4 67 1
4 68 1
4 69 1
4 73 1
4 74 1
4 75 1
4 77 1
4 79 1
4 82 1
4 83 1
4 86 1
4 88 1
4 89 1
4 91 1
4 92 1
4 93 1
4 97 1
4 99 1
4 100 1
5 6 1
5 7 1
5 12 1
5 13 1
5 14 1
5 15 1
5 17 1
5 18 1
5 20 1
5 21 1
5 22 1
5 23 1
5 25 1
5 26 1
5 27 1
5 28 1
5 32 1
5 34 1
5 35 1
5 45 1
5 47 1
5 48 1
5 52 1
5 55 1
5 56 1
5 57 1
5 63 1
5 64 1
5 66 1
5 69 1
5 70 1
5 71 1
5 78 1
5 82 1
5 84 1
5 85 1
5 86 1
5 87 1
5 88 1
5 89 1
5 90 1
5 92 1
5 94 1
5 95 1
5 96 1
5 97 1
5 100 1
6 8 1
6 9 1
6 14 1
6 15 1
6 21 1
6 23 1
6 24 1
6 25 1
6 26 1
6 29 1
6 30 1
6 36 1
6 37 1
6 39 1
6 42 1
6 44 1
6 45 1
6 46 1
6 49 1
6 50 1
6 51 1
6 54 1
6 58 1
6 59 1
6 61 1
6 65 1
6 69 1
6 71 1
6 73 1
6 74 1
6 75 1
6 76 1
6 78 1
6 82 1
6 84 1
6 85 1
6 86 1
6 89 1
6 90 1
6 91 1
6 93 1
6 94 1
6 95 1
6 96 1
6 97 1
6 99 1
6 100 1
7 12 1
7 13 1
7 16 1
7 17 1
7 18 1
7 19 1
7 21 1
7 23 1
7 24 1
7 25 1
7 26 1
7 27 1
7 30 1
7 32 1
7 35 1
7 38 1
7 39 1
7 40 1
7 41 1
7 43 1
7 45 1
7 47 1
7 49 1
7 51 1
7 56 1
7 57 1
7 58 1
7 59 1
7 61 1
7 62 1
7 64 1
7 65 1
7 66 1
7 67 1
7 71 1
7 72 1
7 73 1
7 74 1
7 75 1
7 77 1
7 80 1
7 81 1
7 83 1
7 88 1
7 91 1
7 92 1
7 95 1
7 96 1
7 97 1
7 100 1
8 11 1
8 12 1
8 14 1
8 18 1
8 20 1
8 22 1
8 23 1
8 24 1
8 26 1
8 29 1
8 30 1
8 33 1
8 37 1
8 39 1
8 41 1
8 43 1
8 44 1
8 48 1
8 49 1
8 50 1
8 52 1
8 54 1
8 55 1
8 58 1
8 61 1
8 62 1
8 63 1
8 64 1
8 68 1
8 70 1
8 72 1
8 75 1
8 78 1
8 79 1
8 81 1
8 82 1
8 83 1
8 85 1
8 86 1
8 87 1
8 88 1
8 89 1
8 91 1
8 93 1
8 94 1
8 95 1
8 100 1
9 15 1
9 16 1
9 18 1
9 21 1
9 22 1
9 23 1
9 26 1
9 27 1
9 29 1
9 30 1
9 31 1
9 35 1
9 37 1
9 40 1
9 41 1
9 42 1
9 43 1
9 45 1
9 47 1
9 48 1
9 51 1
9 52 1
9 54 1
9 55 1
9 56 1
9 57 1
9 58 1
9 67 1
9 68 1
9 69 1
9 75 1
9 80 1
9 83 1
9 85 1
9 88 1
9 91 1
9 95 1
9 96 1
9 97 1
9 99 1
9 100 1
10 11 1
10 12 1
10 15 1
10 16 1
10 19 1
10 24 1
10 25 1
10 27 1
10 29 1
10 30 1
10 32 1
10 38 1
10 39 1
10 40 1
10 44 1
10 45 1
10 46 1
10 50 1
10 52 1
10 53 1
10 55 1
10 56 1
10 58 1
10 60 1
10 65 1
10 66 1
10 67 1
10 70 1
10 73 1
10 78 1
10 80 1
10 81 1
10 86 1
10 88 1
10 91 1
10 92 1
10 93 1
10 95 1
10 98 1
10 100 1
11 13 1
11 16 1
11 19 1
11 21 1
11 23 1
11 26 1
11 31 1
11 34 1
11 35 1
11 36 1
11 37 1
11 38 1
11 40 1
11 41 1
11 43 1
11 45 1
11 46 1
11 48 1
11 49 1
11 52 1
11 54 1
11 56 1
11 61 1
11 65 1
11 70 1
11 73 1
11 74 1
11 77 1
11 78 1
11 80 1
11 81 1
11 82 1
11 85 1
11 87 1
11 90 1
11 92 1
11 97 1
11 98 1
11 99 1
12 13 1
12 15 1
12 17 1
12 18 1
12 24 1
12 25 1
12 26 1
12 27 1
12 28 1
12 32 1
12 34 1
12 37 1
12 38 1
12 42 1
12 44 1
12 45 1
12 47 1
12 48 1
12 51 1
12 52 1
12 53 1
12 55 1
12 57 1
12 58 1
12 59 1
12 60 1
12 62 1
12 63 1
12 66 1
12 67 1
12 68 1
12 69 1
12 74 1
12 80 1
12 85 1
12 86 1
12 90 1
12 91 1
12 92 1
12 94 1
12 97 1
12 98 1
12 99 1
12 100 1
13 14 1
13 17 1
13 18 1
13 21 1
13 25 1
13 26 1
13 29 1
13 33 1
13 34 1
13 36 1
13 39 1
13 41 1
13 43 1
13 46 1
13 47 1
13 48 1
13 49 1
13 50 1
13 57 1
13 58 1
13 63 1
13 66 1
13 68 1
13 73 1
13 74 1
13 75 1
13 77 1
13 81 1
13 84 1
13 85 1
13 86 1
13 92 1
13 93 1
13 94 1
13 96 1
13 97 1
13 100 1
14 17 1
14 18 1
14 20 1
14 21 1
14 22 1
14 23 1
14 26 1
14 30 1
14 33 1
14 34 1
14 35 1
14 36 1
14 39 1
14 42 1
14 43 1
14 45 1
14 46 1
14 47 1
14 49 1
14 50 1
14 51 1
14 55 1
14 56 1
14 59 1
14 60 1
14 61 1
14 64 1
14 66 1
14 67 1
14 72 1
14 74 1
14 75 1
14 76 1
14 79 1
14 80 1
14 82 1
14 83 1
14 88 1
14 89 1
14 90 1
14 95 1
14 100 1
15 16 1
15 17 1
15 18 1
15 20 1
15 21 1
15 22 1
15 24 1
15 26 1
15 28 1
15 30 1
15 31 1
15 34 1
15 37 1
15 40 1
15 41 1
15 43 1
15 45 1
15 47 1
15 50 1
15 51 1
15 55 1
15 56 1
15 57 1
15 58 1
15 60 1
15 61 1
15 65 1
15 69 1
15 70 1
15 74 1
15 75 1
15 77 1
15 79 1
15 80 1
15 82 1
15 84 1
15 87 1
15 88 1
15 92 1
15 95 1
15 97 1
15 98 1
15 99 1
15 100 1
16 17 1
16 20 1
16 21 1
16 22 1
16 24 1
16 29 1
16 30 1
16 31 1
16 32 1
16 33 1
16 37 1
16 38 1
16 40 1
16 41 1
16 42 1
16 44 1
16 45 1
16 47 1
16 56 1
16 58 1
16 61 1
16 64 1
16 69 1
16 71 1
16 73 1
16 74 1
16 76 1
16 77 1
16 80 1
16 84 1
16 85 1
16 86 1
16 87 1
16 90 1
16 91 1
16 92 1
16 98 1
16 100 1
17 20 1
17 22 1
17 26 1
17 27 1
17 30 1
17 35 1
17 36 1
17 37 1
17 38 1
17 47 1
17 48 1
17 51 1
17 52 1
17 53 1
17 54 1
17 58 1
17 59 1
17 61 1
17 62 1
17 63 1
17 65 1
17 67 1
17 69 1
17 72 1
17 73 1
17 74 1
17 75 1
17 77 1
17 81 1
17 83 1
17 84 1
17 85 1
17 87 1
17 88 1
17 93 1
17 95 1
17 97 1
17 98 1
17 100 1
18 19 1
18 21 1
18 22 1
18 23 1
18 26 1
18 28 1
18 29 1
18 30 1
18 33 1
18 34 1
18 35 1
18 36 1
18 38 1
18 39 1
18 41 1
18 42 1
18 43 1
18 44 1
18 47 1
18 48 1
18 50 1
18 55 1
18 56 1
18 58 1
18 62 1
18 63 1
18 64 1
18 65 1
18 66 1
18 68 1
18 71 1
18 73 1
18 74 1
18 75 1
18 76 1
18 77 1
18 79 1
18 82 1
18 84 1
18 86 1
18 88 1
18 90 1
18 95 1
18 97 1
18 99 1
18 100 1
19 23 1
19 27 1
19 28 1
19 29 1
19 30 1
19 31 1
19 32 1
19 34 1
19 35 1
19 36 1
19 37 1
19 38 1
19 41 1
19 42 1
19 43 1
19 46 1
19 47 1
19 48 1
19 49 1
19 50 1
19 51 1
19 53 1
19 54 1
19 55 1
19 56 1
19 57 1
19 60 1
19 68 1
19 69 1
19 72 1
19 73 1
19 74 1
19 75 1
19 76 1
19 77 1
19 80 1
19 84 1
19 85 1
19 87 1
19 89 1
19 90 1
19 91 1
19 92 1
19 96 1
20 21 1
20 22 1
20 23 1
20 27 1
20 32 1
20 34 1
20 35 1
20 37 1
20 38 1
20 40 1
20 42 1
20 43 1
20 44 1
20 46 1
20 50 1
20 51 1
20 53 1
20 58 1
20 60 1
20 61 1
20 65 1
20 66 1
20 67 1
20 68 1
20 69 1
20 71 1
20 73 1
20 80 1
20 84 1
20 89 1
20 90 1
20 91 1
20 92 1
20 94 1
20 96 1
20 97 1
20 98 1
20 99 1
20 100 1
21 23 1
21 25 1
21 27 1
21 28 1
21 29 1
21 30 1
21 31 1
21 32 1
21 33 1
21 35 1
21 36 1
21 37 1
21 38 1
21 39 1
21 42 1
21 43 1
21 47 1
21 48 1
21 50 1
21 51 1
21 52 1
21 53 1
21 54 1
21 56 1
21 57 1
21 59 1
21 63 1
21 64 1
21 65 1
21 67 1
21 70 1
21 72 1
21 73 1
21 74 1
21 78 1
21 80 1
21 81 1
21 82 1
21 83 1
21 84 1
21 85 1
21 87 1
21 88 1
21 89 1
21 92 1
21 94 1
21 96 1
21 99 1
21 100 1
22 24 1
22 30 1
22 35 1
22 39 1
22 40 1
22 41 1
22 45 1
22 47 1
22 50 1
22 51 1
22 54 1
22 55 1
22 58 1
22 60 1
22 63 1
22 65 1
22 68 1
22 72 1
22 73 1
22 75 1
22 76 1
22 77 1
22 79 1
22 84 1
22 87 1
22 90 1
22 91 1
22 92 1
22 93 1
22 94 1
22 98 1
22 99 1
22 100 1
23 26 1
23 28 1
23 29 1
23 30 1
23 31 1
23 32 1
23 33 1
23 34 1
23 37 1
23 38 1
23 40 1
23 41 1
23 42 1
23 43 1
23 44 1
23 45 1
23 46 1
23 48 1
23 49 1
23 50 1
23 53 1
23 54 1
23 56 1
23 57 1
23 59 1
23 61 1
23 65 1
23 66 1
23 69 1
23 73 1
23 74 1
23 75 1
23 76 1
23 77 1
23 79 1
23 84 1
23 85 1
23 86 1
23 87 1
23 90 1
23 91 1
23 94 1
23 95 1
23 96 1
23 98 1
23 99 1
23 100 1
24 25 1
24 27 1
24 28 1
24 30 1
24 31 1
24 32 1
24 33 1
24 35 1
24 38 1
24 39 1
24 43 1
24 44 1
24 46 1
24 48 1
24 52 1
24 53 1
24 54 1
24 55 1
24 58 1
24 61 1
24 66 1
24 69 1
24 72 1
24 73 1
24 74 1
24 78 1
24 80 1
24 87 1
24 89 1
24 91 1
24 92 1
24 93 1
24 96 1
24 98 1
24 100 1
25 26 1
25 27 1
25 28 1
25 31 1
25 35 1
25 36 1
25 38 1
25 41 1
25 44 1
25 46 1
25 48 1
25 49 1
25 50 1
25 52 1
25 53 1
25 54 1
25 57 1
25 59 1
25 61 1
25 65 1
25 66 1
25 67 1
25 68 1
25 69 1
25 72 1
25 75 1
25 80 1
25 82 1
25 87 1
25 89 1
25 91 1
25 98 1
25 100 1
26 28 1
26 31 1
26 32 1
26 33 1
26 35 1
26 40 1
26 43 1
26 48 1
26 49 1
26 51 1
26 56 1
26 57 1
26 59 1
26 60 1
26 66 1
26 68 1
26 69 1
26 71 1
26 77 1
26 78 1
26 79 1
26 81 1
26 82 1
26 85 1
26 86 1
26 90 1
26 91 1
26 92 1
26 95 1
26 96 1
26 98 1
26 100 1
27 28 1
27 31 1
27 32 1
27 35 1
27 36 1
27 38 1
27 40 1
27 41 1
27 44 1
27 45 1
27 46 1
27 47 1
27 51 1
27 55 1
27 60 1
27 64 1
27 65 1
27 66 1
27 67 1
27 69 1
27 70 1
27 72 1
27 73 1
27 74 1
27 75 1
27 79 1
27 80 1
27 88 1
27 91 1
27 93 1
27 95 1
27 96 1
27 97 1
28 29 1
28 30 1
28 34 1
28 35 1
28 37 1
28 41 1
28 42 1
28 43 1
28 46 1
28 49 1
28 50 1
28 52 1
28 55 1
28 56 1
28 58 1
28 59 1
28 61 1
28 63 1
28 64 1
28 65 1
28 67 1
28 69 1
28 70 1
28 75 1
28 77 1
28 79 1
28 81 1
28 82 1
28 83 1
28 85 1
28 86 1
28 87 1
28 88 1
28 90 1
28 92 1
28 93 1
28 96 1
28 99 1
29 31 1
29 36 1
29 37 1
29 38 1
29 39 1
29 42 1
29 47 1
29 50 1
29 51 1
29 52 1
29 57 1
29 60 1
29 62 1
29 63 1
29 64 1
29 65 1
29 66 1
29 67 1
29 70 1
29 71 1
29 74 1
29 75 1
29 79 1
29 80 1
29 82 1
29 83 1
29 84 1
29 85 1
29 86 1
29 92 1
29 97 1
29 99 1
29 100 1
30 32 1
30 33 1
30 35 1
30 39 1
30 43 1
30 45 1
30 46 1
30 49 1
30 50 1
30 51 1
30 52 1
30 53 1
30 58 1
30 59 1
30 62 1
30 63 1
30 65 1
30 66 1
30 67 1
30 68 1
30 69 1
30 70 1
30 75 1
30 77 1
30 80 1
30 81 1
30 82 1
30 86 1
30 87 1
30 89 1
30 91 1
30 93 1
30 97 1
30 98 1
31 32 1
31 33 1
31 34 1
31 35 1
31 36 1
31 37 1
31 38 1
31 39 1
31 40 1
31 42 1
31 44 1
31 45 1
31 47 1
31 49 1
31 50 1
31 55 1
31 56 1
31 57 1
31 59 1
31 61 1
31 62 1
31 63 1
31 64 1
31 65 1
31 66 1
31 67 1
31 68 1
31 69 1
31 72 1
31 73 1
31 75 1
31 76 1
31 78 1
31 81 1
31 82 1
31 86 1
31 87 1
31 90 1
31 91 1
31 92 1
31 93 1
31 94 1
31 95 1
31 96 1
32 36 1
32 37 1
32 38 1
32 39 1
32 42 1
32 44 1
32 46 1
32 47 1
32 48 1
32 49 1
32 50 1
32 51 1
32 55 1
32 58 1
32 59 1
32 60 1
32 64 1
32 65 1
32 68 1
32 69 1
32 74 1
32 75 1
32 80 1
32 81 1
32 84 1
32 85 1
32 86 1
32 92 1
32 93 1
32 96 1
32 99 1
32 100 1
