350 6011
1 6 1
1 13 1
1 21 1
1 36 1
1 41 1
1 51 1
1 54 1
1 56 1
1 75 1
1 78 1
1 84 1
1 100 1
1 105 1
1 123 1
1 131 1
1 134 1
1 149 1
1 152 1
1 155 1
1 174 1
1 176 1
1 179 1
1 205 1
1 217 1
1 219 1
1 221 1
1 224 1
1 226 1
1 234 1
1 237 1
1 255 1
1 260 1
1 263 1
1 266 1
1 270 1
1 282 1
1 291 1
1 294 1
1 299 1
1 305 1
1 318 1
1 320 1
1 322 1
1 339 1
2 7 1
2 21 1
2 26 1
2 28 1
2 50 1
2 65 1
2 100 1
2 102 1
2 104 1
2 107 1
2 125 1
2 133 1
2 140 1
2 156 1
2 163 1
2 167 1
2 189 1
2 196 1
2 203 1
2 206 1
2 263 1
2 290 1
2 321 1
2 324 1
2 334 1
2 341 1
3 5 1
3 9 1
3 14 1
3 20 1
3 44 1
3 51 1
3 84 1
3 92 1
3 98 1
3 103 1
3 117 1
3 124 1
3 129 1
3 135 1
3 148 1
3 153 1
3 179 1
3 184 1
3 187 1
3 198 1
3 203 1
3 206 1
3 230 1
3 258 1
3 282 1
3 283 1
3 291 1
3 330 1
3 334 1
3 335 1
3 343 1
3 345 1
4 6 1
4 7 1
4 45 1
4 48 1
4 51 1
4 59 1
4 70 1
4 71 1
4 76 1
4 94 1
4 99 1
4 116 1
4 125 1
4 154 1
4 168 1
4 183 1
4 197 1
4 209 1
4 232 1
4 243 1
4 249 1
4 264 1
4 269 1
4 270 1
4 277 1
4 296 1
4 308 1
4 324 1
4 329 1
4 336 1
4 343 1
4 344 1
5 7 1
5 21 1
5 26 1
5 35 1
5 46 1
5 48 1
5 49 1
5 55 1
5 62 1
5 69 1
5 85 1
5 125 1
5 129 1
5 133 1
5 147 1
5 164 1
5 174 1
5 183 1
5 188 1
5 191 1
5 196 1
5 198 1
5 205 1
5 219 1
5 223 1
5 230 1
5 238 1
5 239 1
5 247 1
5 256 1
5 271 1
5 286 1
5 291 1
5 313 1
5 315 1
5 325 1
5 326 1
